"d_pres_fav","r_pres_fav","vt_pres_2","vt_pres_4","vt_sen","vt_gov","likely","scale","partyid","sample","phoneuse","gender","educ","hisp","cuban","race","age","racer","turnout_score","turnout_class","region","rvweight","likelyyn","lvweight","file_race","file_party","file_county","file_age","state","poll","poll_id","file_vt16","file_vt14","file_vt12"
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Republican","Cell","Landline and Cell Phone","Female","Bachelors' degree","No",NA,"Caucasian/White",46,"Caucasian/White",0.7816,"Middle","North/Panhandle",1.19178700447083,0.8908,1.06164386358261,"White","Republican","Escambia",46,"Florida","October","Florida October",1,0,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Very likely","Ten (definitely will vote)","Republican","Cell","Cell Phone only","Male","Graduate or Professional degree","No",NA,"Caucasian/White",31,"Caucasian/White",0.215541,"Low","Bay Area",1.12960529327393,0.6077705,0.686540773895741,"White","Republican","Manatee",31,"Florida","October","Florida October",1,0,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Already voted by mail","Ten (definitely will vote)","Democrat","Cell","Cell Phone only","Female","Graduate or Professional degree","No",NA,"Caucasian/White",23,"Caucasian/White",0.681586,"Middle","Bay Area",1.08411157131195,1,1.08411157131195,"White","Democratic","Hillsborough",23,"Florida","October","Florida October",1,0,0
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","[DO NOT READ] Won't vote",NA,"Already voted by mail","Ten (definitely will vote)","Independent (No party)","Cell","Landline and Cell Phone","Male","Some college or trade school","No",NA,"Caucasian/White",19,"[DO NOT READ] Other/Something else (specify)",0.972202,"High","Bay Area",1.00493407249451,1,1.00493407249451,"White","Republican","Pinellas",48,"Florida","October","Florida October",1,1,0
"Unfavorable","Favorable","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion",NA,"Almost certain","Ten (definitely will vote)","or as a member of another political party","Landline","Landline and Cell Phone","Female","High school","No",NA,"Caucasian/White",71,"Caucasian/White",0.995331,"High","Central",1.01898789405823,0.9976655,1.01660906681955,"White","Republican","Citrus",71,"Florida","October","Florida October",1,1,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Republican","Landline","Landline and Cell Phone","Female","Some college or trade school","No",NA,"Caucasian/White",0,"Caucasian/White",0.373047,"Low","North/Panhandle",1.15775561332703,0.6865235,0.794826435805917,"Other","Republican","Duval",52,"Florida","October","Florida October",1,0,0
"Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Gary Johnson, the Libertarian","Patrick Murphy, the Democrat",NA,"Not very likely","Five","Independent (No party)","Cell","Cell Phone only","Male","Some college or trade school","No",NA,"Caucasian/White",21,"Caucasian/White",0.92999,"High","North/Panhandle",1.11301577091217,0.464995,0.517546768395305,"White","Democratic","Leon",21,"Florida","October","Florida October",1,0,0
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Republican","Landline","Landline and Cell Phone","Female","Grade school","Yes","Cuban","[DO NOT READ] Refused",90,"Hispanic/Latino",0.986228,"High","Southeast",0.905396103858948,0.993114,0.899161546287775,"Hispanic","Republican","Broward",90,"Florida","October","Florida October",1,1,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Republican","Landline","Landline only","Female","Some college or trade school","No",NA,"Caucasian/White",65,"Caucasian/White",0.99482,"High","Central",1.01898789405823,0.99741,1.01634871541262,"White","Republican","Marion",65,"Florida","October","Florida October",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Very likely","Ten (definitely will vote)","[DO NOT READ] Refused","Landline","Refused","Female","[DO NOT READ] Refused","[DO NOT READ] Refused",NA,"[DO NOT READ] Refused",0,"[DO NOT READ] Refused",0.216119,"Low","Southeast",0.88633805513382,0.6080595,0.538946274635643,"Black","Democratic","Miami-Dade",83,"Florida","October","Florida October",0,0,0
"Favorable","Unfavorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Already voted by mail","Ten (definitely will vote)","Independent (No party)","Cell","Landline only","Female","Some college or trade school","No",NA,"Caucasian/White",78,"Caucasian/White",0.992481,"High","North/Panhandle",1.15879058837891,1,1.15879058837891,"White","Republican","Clay",78,"Florida","October","Florida October",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"[DO NOT READ] Don't know/Refused","Ten (definitely will vote)","Democrat","Cell","Cell Phone only","Female","Some college or trade school","No",NA,"African American/Black",23,"African American/Black",0.648075,"Middle","North/Panhandle",1.49172055721283,0.3240375,0.483373400057852,"Black","Democratic","Jefferson",23,"Florida","October","Florida October",1,0,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","[DO NOT READ] Won't vote",NA,"Almost certain","Ten (definitely will vote)","Republican","Landline","Landline and Cell Phone","Male","High school","No",NA,"Caucasian/White",85,"Caucasian/White",0.986228,"High","Bay Area",1.01529061794281,0.993114,1.00829932674766,"White","Republican","Pasco",85,"Florida","October","Florida October",1,1,1
"Unfavorable","Unfavorable","[DO NOT READ] Won't vote","[DO NOT READ] Won't vote","[DO NOT READ] Won't vote",NA,"Not at all likely","One (definitely will NOT vote)","Independent (No party)","Landline","Landline only","Male","Some college or trade school","No",NA,"Caucasian/White",21,"Caucasian/White",0.355363,"Low","Bay Area",1.03653347492218,0.1776815,0.184172822624385,"White","Other","Pinellas",21,"Florida","October","Florida October",0,0,0
"Unfavorable","Unfavorable","Hillary Clinton, the Democrat","[DO NOT READ] Don't know/No opinion","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Independent (No party)","Cell","Cell Phone only","Female","Some college or trade school","Yes","Other (Specify)","[DO NOT READ] Other/Something else (specify)",22,"Hispanic/Latino",0.355363,"Low","Bay Area",1.06297028064728,0.6776815,0.720355294244468,"Hispanic","Other","Hillsborough",22,"Florida","October","Florida October",1,0,0
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Republican","Landline","Landline and Cell Phone","Female","Some college or trade school","No",NA,"Caucasian/White",70,"Caucasian/White",0.994949,"High","North/Panhandle",1.15879058837891,0.9974745,1.15586406274796,"White","Republican","Duval",70,"Florida","October","Florida October",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Democrat","Cell","Cell Phone only","Male","Graduate or Professional degree","No",NA,"Caucasian/White",33,"Caucasian/White",0.992537,"High","North/Panhandle",1.13070845603943,0.9962685,1.12648921743572,"White","Democratic","Columbia",33,"Florida","October","Florida October",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Already voted by mail","Ten (definitely will vote)","Democrat","Cell","Landline and Cell Phone","Male","High school","Yes","Puerto Rican","Asian",46,"Hispanic/Latino",0.373047,"Low","Southeast",0.674324929714203,1,0.674324929714203,"Hispanic","Democratic","Broward",46,"Florida","October","Florida October",1,0,0
"Unfavorable","Unfavorable","[DO NOT READ] Won't vote","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Won't vote",NA,"Not very likely","One (definitely will NOT vote)","or as a member of another political party","Landline","Landline only","Female","High school","No",NA,"Caucasian/White",63,"Caucasian/White",0.268748,"Low","Central",0.87088268995285,0.134374,0.117023990579724,"White","Other","Highlands",63,"Florida","October","Florida October",0,0,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Very likely","Ten (definitely will vote)","Democrat","Landline","Landline and Cell Phone","Male","High school","No",NA,"Asian",53,"Asian",0.743513,"Middle","Bay Area",0.956150054931641,0.8717565,0.833530025362015,"Other","Democratic","Hillsborough",53,"Florida","October","Florida October",1,0,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Independent (No party)","Cell","Landline and Cell Phone","Male","Some college or trade school","No",NA,"Caucasian/White",55,"Caucasian/White",0.994971,"High","Bay Area",1.00493407249451,0.9974855,1.00240716576922,"White","Republican","Pinellas",55,"Florida","October","Florida October",1,1,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Republican","Landline","Landline and Cell Phone","Female","Some college or trade school","No",NA,"Caucasian/White",53,"Caucasian/White",0.992023,"High","Central",1.00859320163727,0.9960115,1.00457042765254,"White","Republican","Volusia",53,"Florida","October","Florida October",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Independent (No party)","Cell","Cell Phone only","Female","Bachelors' degree","No",NA,"Caucasian/White",46,"Caucasian/White",0.74778,"Middle","Southeast",0.954113364219666,0.87389,0.833790127857924,"Other","Other","Palm Beach",46,"Florida","October","Florida October",0,0,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Democrat","Cell","Landline and Cell Phone","Female","Some college or trade school","No",NA,"Caucasian/White",71,"Caucasian/White",0.995391,"High","Southeast",0.767345309257507,0.9976955,0.765576961992324,"White","Democratic","Palm Beach",71,"Florida","October","Florida October",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","[DO NOT READ] Won't vote","Patrick Murphy, the Democrat",NA,"Already voted by mail","Ten (definitely will vote)","Republican","Landline","Landline only","Female","High school","No",NA,"Caucasian/White",84,"Caucasian/White",0.958113,"High","Bay Area",1.05018079280853,1,1.05018079280853,"White","Republican","Polk",74,"Florida","October","Florida October",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Marco Rubio, the Republican",NA,"Almost certain","Nine","Independent (No party)","Cell","Cell Phone only","Female","Bachelors' degree","No",NA,"Caucasian/White",23,"Caucasian/White",0.201035,"Low","Southwest",0.999979257583618,0.6005175,0.60050504381597,"White","Democratic","Collier",23,"Florida","October","Florida October",1,0,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Very likely","Ten (definitely will vote)","Independent (No party)","Cell","Cell Phone only","Female","Bachelors' degree","No",NA,"Caucasian/White",69,"Caucasian/White",0.907151,"High","Bay Area",0.882426977157593,0.9535755,0.84146074595654,"White","Democratic","Pasco",69,"Florida","October","Florida October",1,1,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Republican","Landline","Landline and Cell Phone","Female","Graduate or Professional degree","No",NA,"Caucasian/White",72,"Caucasian/White",0.994887,"High","North/Panhandle",1.15879058837891,0.9974435,1.15582814023972,"White","Republican","Walton",72,"Florida","October","Florida October",1,1,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Republican","Landline","Landline and Cell Phone","Female","Some college or trade school","No",NA,"Caucasian/White",48,"Caucasian/White",0.993903,"High","Bay Area",1.03946793079376,0.9969515,1.03629911280674,"White","Republican","Pinellas",48,"Florida","October","Florida October",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Independent (No party)","Landline","Landline only","Female","Graduate or Professional degree","Yes","Other (Specify)","Caucasian/White",45,"Hispanic/Latino",0.944502,"High","Southeast",0.83539891242981,0.972251,0.812217428008795,"Hispanic","Other","Miami-Dade",45,"Florida","October","Florida October",1,1,1
"Unfavorable","Unfavorable","[DO NOT READ] Won't vote","Gary Johnson, the Libertarian","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Independent (No party)","Landline","Landline and Cell Phone","Male","Graduate or Professional degree","No",NA,"Caucasian/White",60,"Caucasian/White",0.994961,"High","Central",0.908970534801483,0.9974805,0.906680383539051,"White","Other","Orange",60,"Florida","October","Florida October",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","[DO NOT READ] Don't know/No opinion",NA,"Almost certain","Ten (definitely will vote)","[DO NOT READ] Refused","Cell","Cell Phone only","Male","Some college or trade school","Yes","[DO NOT READ] Refused","African American/Black",32,"Hispanic/Latino",0.570131,"Middle","Southeast",1.01840102672577,0.7850655,0.799511511246979,"Hispanic","Other","Palm Beach",32,"Florida","October","Florida October",1,0,1
"[DO NOT READ] Don't know/No opinion","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Independent (No party)","Cell","Cell Phone only","Male","Some college or trade school","No",NA,"Asian",22,"[DO NOT READ] Other/Something else (specify)",0.951013,"High","North/Panhandle",1.21290445327759,0.9755065,1.18319617805123,"Other","Democratic","Leon",22,"Florida","October","Florida October",1,0,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Democrat","Cell","Cell Phone only","Female","High school","Yes","Other (Specify)","[DO NOT READ] Refused",42,"Hispanic/Latino",0.247204,"Low","Central",0.778270542621613,0.623602,0.485331066919923,"Hispanic","Democratic","Orange",52,"Florida","October","Florida October",1,0,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Independent (No party)","Landline","Landline and Cell Phone","Male","Some college or trade school","No",NA,"Caucasian/White",66,"Caucasian/White",0.96255,"High","Central",0.918336391448975,0.981275,0.901140542519093,"White","Other","Brevard",66,"Florida","October","Florida October",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Democrat","Landline","Landline and Cell Phone","Male","Graduate or Professional degree","Yes","Other (Specify)","[DO NOT READ] Other/Something else (specify)",65,"Hispanic/Latino",0.993318,"High","North/Panhandle",0.933281481266022,0.996659,0.930163387837112,"Hispanic","Democratic","Duval",65,"Florida","October","Florida October",1,1,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Already voted by mail","Ten (definitely will vote)","Republican","Cell","Cell Phone only","Male","High school","No",NA,"Caucasian/White",73,"Caucasian/White",0.989995,"High","Central",0.985132932662964,1,0.985132932662964,"White","Republican","Volusia",73,"Florida","October","Florida October",1,1,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Republican","Cell","Cell Phone only","Female","Bachelors' degree","No",NA,"Caucasian/White",45,"Caucasian/White",0.956632,"High","Central",1.00859320163727,0.978316,0.986722866652965,"White","Republican","Volusia",45,"Florida","October","Florida October",1,1,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Republican","Landline","Landline and Cell Phone","Male","Graduate or Professional degree","No",NA,"Caucasian/White",72,"Caucasian/White",0.994949,"High","Bay Area",1.01529061794281,0.9974745,1.0127265014872,"White","Republican","Hillsborough",72,"Florida","October","Florida October",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","[DO NOT READ] Refused","Landline","Landline and Cell Phone","Female","Grade school","Yes","Other (Specify)","[DO NOT READ] Refused",92,"Hispanic/Latino",0.546841,"Middle","Southeast",0.876981973648071,0.7734205,0.678275836549878,"Hispanic","Other","Palm Beach",92,"Florida","October","Florida October",1,1,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Already voted by mail","Ten (definitely will vote)","Democrat","Landline","Landline and Cell Phone","Female","Bachelors' degree","No",NA,"African American/Black",49,"African American/Black",0.723124,"Middle","Southeast",0.984130501747131,1,0.984130501747131,"Black","Democratic","Broward",49,"Florida","October","Florida October",1,0,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","or as a member of another political party","Landline","Landline and Cell Phone","Female","Some college or trade school","No",NA,"Caucasian/White",65,"Caucasian/White",0.994949,"High","Central",0.856213569641113,0.9974745,0.854051202270985,"White","Democratic","Lake",65,"Florida","October","Florida October",1,1,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","[DO NOT READ] Don't know/No opinion",NA,"Somewhat likely","Six","Independent (No party)","Landline","Landline and Cell Phone","Male","Some college or trade school","No",NA,"Caucasian/White",24,"Caucasian/White",0.201035,"Low","North/Panhandle",1.14374136924744,0.1005175,0.114966023083329,"White","Other","Escambia",24,"Florida","October","Florida October",0,0,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Very likely","Ten (definitely will vote)","[DO NOT READ] Refused","Landline","Refused","Male","[DO NOT READ] Refused","[DO NOT READ] Refused",NA,"[DO NOT READ] Refused",0,"[DO NOT READ] Refused",0.994422,"High","Southeast",0.91566526889801,0.997211,0.913111478463054,"Black","Democratic","Broward",64,"Florida","October","Florida October",1,1,1
"Favorable","Favorable","Hillary Clinton, the Democrat","Gary Johnson, the Libertarian","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Democrat","Landline","Landline and Cell Phone","Male","Bachelors' degree","No",NA,"Caucasian/White",60,"Caucasian/White",0.994422,"High","Central",0.819330155849457,0.997211,0.817045044044793,"White","Democratic","Marion",60,"Florida","October","Florida October",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Already voted by mail","Ten (definitely will vote)","Democrat","Cell","Cell Phone only","Female","Graduate or Professional degree","No",NA,"Caucasian/White",0,"Caucasian/White",0.994436,"High","Southeast",0.759520292282104,1,0.759520292282104,"White","Democratic","Broward",50,"Florida","October","Florida October",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Marco Rubio, the Republican",NA,"Already voted by mail","Ten (definitely will vote)","Democrat","Cell","Landline and Cell Phone","Female","Some college or trade school","No",NA,"Caucasian/White",65,"Caucasian/White",0.458334,"Low","Southwest",0.845746457576752,1,0.845746457576752,"White","Democratic","Sarasota",65,"Florida","October","Florida October",1,0,0
"[DO NOT READ] Don't know/No opinion","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Somewhat likely","Ten (definitely will vote)","Independent (No party)","Cell","Landline and Cell Phone","Female","Bachelors' degree","No",NA,"African American/Black",42,"African American/Black",0.360666,"Low","Southeast",1.06463241577148,0.180333,0.191988357433319,"Black","Democratic","Broward",42,"Florida","October","Florida October",1,0,0
"Unfavorable","[DO NOT READ] Don't know/No opinion","Donald Trump, the Republican","[DO NOT READ] Don't know/No opinion","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Independent (No party)","Landline","Landline and Cell Phone","Male","Some college or trade school","No",NA,"Caucasian/White",62,"Caucasian/White",0.994549,"High","Bay Area",1.00493407249451,0.9972745,1.00219512467992,"White","Republican","Hillsborough",62,"Florida","October","Florida October",1,1,1
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Very likely","Ten (definitely will vote)","Democrat","Landline","Landline and Cell Phone","Male","High school","No",NA,"African American/Black",51,"African American/Black",0.856262,"High","Southwest",1.08955538272858,0.928131,1.01125012692726,"Black","Democratic","Sarasota",51,"Florida","October","Florida October",1,0,0
"Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Marco Rubio, the Republican",NA,"Somewhat likely","Seven","Independent (No party)","Cell","Landline and Cell Phone","Female","Some college or trade school","Yes","Cuban","[DO NOT READ] Other/Something else (specify)",24,"Hispanic/Latino",0.484129,"Low","Southeast",0.924344003200531,0.2420645,0.223750868962735,"Hispanic","Other","Miami-Dade",24,"Florida","October","Florida October",1,0,1
"Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Very likely","Ten (definitely will vote)","Democrat","Cell","Landline and Cell Phone","Female","Bachelors' degree","No",NA,"Caucasian/White",28,"Caucasian/White",0.201035,"Low","Southeast",0.932330250740051,0.6005175,0.559880631348789,"White","Other","Palm Beach",23,"Florida","October","Florida October",0,0,0
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Already voted by mail","Ten (definitely will vote)","Republican","Cell","Cell Phone only","Male","Some college or trade school","No",NA,"Caucasian/White",68,"Caucasian/White",0.684227,"Middle","Central",0.95421826839447,1,0.95421826839447,"White","Other","Citrus",68,"Florida","October","Florida October",1,0,0
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Independent (No party)","Cell","Cell Phone only","Male","Some college or trade school","No",NA,"Caucasian/White",18,"Caucasian/White",0.382639,"Low","North/Panhandle",1.22693181037903,0.6913195,0.848201885685325,"White","Republican","Alachua",18,"Florida","October","Florida October",1,0,0
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Independent (No party)","Landline","Landline and Cell Phone","Female","Some college or trade school","No",NA,"Caucasian/White",80,"Caucasian/White",0.745384,"Middle","Central",0.987001419067383,0.872692,0.861348242408753,"White","Other","Brevard",80,"Florida","October","Florida October",1,0,1
"Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Independent (No party)","Landline","Landline and Cell Phone","Male","Graduate or Professional degree","Yes","Cuban","Caucasian/White",75,"Hispanic/Latino",0.948134,"High","Southeast",0.81596577167511,0.974067,0.794805331318259,"Hispanic","Other","Miami-Dade",75,"Florida","October","Florida October",1,1,1
"Favorable","Favorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","[DO NOT READ] Don't know/No opinion",NA,"Already voted by mail","Four","Democrat","Landline","Landline and Cell Phone","Male","High school","No",NA,"African American/Black",29,"African American/Black",0.534275,"Middle","Bay Area",1.30698835849762,1,1.30698835849762,"Black","Democratic","Hillsborough",29,"Florida","October","Florida October",0,0,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Patrick Murphy, the Democrat",NA,"Almost certain","Ten (definitely will vote)","Democrat","Landline","Landline only","Male","High school","No",NA,"Caucasian/White",79,"Caucasian/White",0.922834,"High","North/Panhandle",0.941346645355225,0.961417,0.905026667737484,"White","Democratic","Santa Rosa",79,"Florida","October","Florida October",0,1,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Already voted by mail","Ten (definitely will vote)","Republican","Landline","Landline and Cell Phone","Male","High school","No",NA,"Caucasian/White",0,"Caucasian/White",0.994549,"High","North/Panhandle",1.10886895656586,1,1.10886895656586,"White","Republican","Leon",59,"Florida","October","Florida October",1,1,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Republican","Landline","Landline only","Male","High school","No",NA,"Caucasian/White",76,"Caucasian/White",0.992562,"High","North/Panhandle",1.12029874324799,0.996281,1.11613235222185,"White","Republican","Duval",76,"Florida","October","Florida October",1,1,1
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Very likely","Ten (definitely will vote)","Independent (No party)","Landline","Landline and Cell Phone","Male","Bachelors' degree","No",NA,"Caucasian/White",69,"Caucasian/White",0.684227,"Middle","Southwest",1.01757705211639,0.8421135,0.856915372877419,"White","Other","Collier",69,"Florida","October","Florida October",1,0,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Democrat","Cell","Cell Phone only","Female","Graduate or Professional degree","Yes","Other (Specify)","Caucasian/White",43,"Hispanic/Latino",0.845473,"Middle","Southeast",0.949510812759399,0.9227365,0.876148284077764,"Hispanic","Democratic","Broward",43,"Florida","October","Florida October",1,0,0
"Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Republican","Landline","Landline and Cell Phone","Female","Some college or trade school","No",NA,"Caucasian/White",96,"Caucasian/White",0.978429,"High","Southeast",0.913218677043915,0.9892145,0.903369157002658,"White","Republican","Broward",97,"Florida","October","Florida October",1,1,1
"Unfavorable","Unfavorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Independent (No party)","Cell","Cell Phone only","Male","Bachelors' degree","No",NA,"Caucasian/White",49,"Caucasian/White",0.804348,"Middle","North/Panhandle",1.07406949996948,0.902174,0.968997577065468,"White","Other","St Johns",49,"Florida","October","Florida October",1,1,0
"Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Marco Rubio, the Republican",NA,"Almost certain","Ten (definitely will vote)","Independent (No party)","Landline","Landline and Cell Phone","Female","Some college or trade school","No",NA,"Caucasian/White",69,"Caucasian/White",0.458334,"Low","Central",0.879858732223511,0.729167,0.641563952199221,"White","Other","St Lucie",69,"Florida","October","Florida October",1,0,0
"[DO NOT READ] Don't know/No opinion","Unfavorable","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Patrick Murphy, the Democrat",NA,"Almost certain","Nine","Independent (No party)","Cell","Cell Phone only","Female","Some college or trade school","Yes","Other (Specify)","[DO NOT READ] Refused",54,"Hispanic/Latino",0.247598,"Low","Southeast",0.830091118812561,0.623799,0.517810009824157,"Hispanic","Republican","Miami-Dade",47,"Florida","October","Florida October",1,0,0
"Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat",NA,"Already voted by mail","Ten (definitely will vote)","Democrat","Landline","Landline and Cell Phone","Female","High school","No",NA,"Caucasian/White",78,"Caucasian/White",0.991734,"High","Southeast",0.767345309257507,1,0.767345309257507,"White","Democratic","Palm Beach",78,"Florida","October","Florida October",1,1,1
