state,sex,age,race
Mississippi,Male,14,White
New York,Male,5,"Other race, nec"
California,Female,3,"Other race, nec"
Georgia,Male,41,Black/Negro
Kansas,Male,20,White
Louisiana,Male,13,Black/Negro
District of Columbia,Male,52,Black/Negro
Arkansas,Male,70,White
Pennsylvania,Female,44,White
California,Female,54,Black/Negro
Alabama,Female,3,White
Minnesota,Male,56,White
Oregon,Male,64,Three or more major races
Michigan,Male,76,White
Texas,Male,9,White
California,Female,23,"Other race, nec"
Pennsylvania,Female,46,White
California,Female,80,Other Asian or Pacific Islander
Florida,Male,50,White
Texas,Female,62,White
South Carolina,Male,4,White
New York,Male,60,White
Pennsylvania,Male,19,White
Montana,Female,61,White
Missouri,Female,0,White
Pennsylvania,Female,67,White
Missouri,Female,27,White
Texas,Male,12,"Other race, nec"
Arkansas,Male,15,Black/Negro
Minnesota,Female,59,White
Texas,Male,1,Black/Negro
West Virginia,Male,43,White
Texas,Male,44,White
New York,Female,30,White
Texas,Female,7,Black/Negro
Washington,Male,34,White
Michigan,Female,15,White
California,Female,21,White
Nevada,Male,69,White
Texas,Female,15,White
Louisiana,Female,1,White
California,Female,53,White
Louisiana,Male,4,White
Texas,Female,59,White
New York,Male,39,White
Vermont,Female,22,White
Illinois,Male,26,White
Ohio,Male,77,White
New York,Female,7,White
Kentucky,Male,75,White
Connecticut,Female,61,White
New York,Male,21,White
New York,Male,39,White
Oklahoma,Male,14,White
Kentucky,Male,34,White
Kentucky,Male,14,White
South Carolina,Male,80,White
Florida,Female,2,Black/Negro
West Virginia,Female,39,White
Texas,Female,29,Black/Negro
Hawaii,Female,16,White
New York,Female,27,"Other race, nec"
New York,Male,33,White
Connecticut,Male,28,Black/Negro
Illinois,Male,60,White
Maine,Female,31,White
New York,Female,37,White
Tennessee,Male,54,White
Tennessee,Male,17,White
Georgia,Female,43,White
Massachusetts,Female,11,Other Asian or Pacific Islander
New York,Female,28,Other Asian or Pacific Islander
Wisconsin,Female,11,White
New York,Female,55,White
Florida,Male,70,Black/Negro
Colorado,Male,8,Two major races
Kentucky,Male,31,White
New Jersey,Female,13,White
New Jersey,Female,35,Two major races
California,Male,29,White
Maryland,Male,10,White
Georgia,Male,51,White
Washington,Male,56,White
Ohio,Female,63,White
Georgia,Female,48,White
New Jersey,Female,49,White
Florida,Male,56,White
Illinois,Female,57,White
Pennsylvania,Male,16,White
New York,Female,72,White
Kentucky,Male,43,White
Pennsylvania,Male,83,White
Vermont,Male,45,Two major races
New York,Female,37,White
Wisconsin,Female,19,White
New York,Male,39,Two major races
Illinois,Female,38,White
New Jersey,Male,61,White
Georgia,Female,19,White
California,Male,26,White
Louisiana,Female,4,White
California,Female,7,Other Asian or Pacific Islander
Washington,Male,25,White
Pennsylvania,Male,9,White
Indiana,Female,57,White
Kansas,Male,42,White
Texas,Female,30,"Other race, nec"
Maryland,Male,4,Black/Negro
Texas,Female,26,White
New Mexico,Male,37,White
Maryland,Male,27,White
Massachusetts,Male,65,White
Florida,Female,4,White
California,Male,9,White
Louisiana,Female,10,Black/Negro
Arizona,Male,5,"Other race, nec"
Texas,Male,18,Other Asian or Pacific Islander
New York,Female,60,White
New York,Female,47,White
Illinois,Female,38,Black/Negro
Indiana,Male,51,Black/Negro
North Carolina,Male,44,White
California,Female,41,White
Michigan,Male,50,White
North Carolina,Female,27,White
Maine,Female,61,White
Alabama,Male,42,White
New York,Male,16,White
Nebraska,Female,17,White
Ohio,Male,56,White
Texas,Male,2,White
New Jersey,Male,34,Black/Negro
New York,Male,60,Other Asian or Pacific Islander
North Carolina,Female,24,White
South Carolina,Male,48,White
Nevada,Female,5,White
Kentucky,Female,29,White
Oregon,Female,80,White
California,Male,56,Japanese
Massachusetts,Female,76,White
Wisconsin,Female,75,White
Alabama,Female,68,Black/Negro
Texas,Male,85,White
New Jersey,Male,35,White
Tennessee,Female,67,White
Virginia,Female,18,White
Iowa,Female,21,White
Florida,Female,65,White
Indiana,Female,62,White
New York,Male,12,White
Ohio,Female,86,White
New York,Female,55,White
Texas,Female,64,White
New Jersey,Female,9,Black/Negro
Indiana,Female,8,White
Virginia,Female,67,White
California,Female,22,White
Virginia,Female,31,White
Illinois,Female,53,White
Ohio,Male,42,White
California,Female,28,"Other race, nec"
Indiana,Male,64,White
Florida,Female,62,White
Alabama,Female,13,White
California,Male,13,Other Asian or Pacific Islander
Maryland,Male,48,White
Georgia,Female,7,White
California,Female,60,White
Oklahoma,Female,34,White
Ohio,Female,37,White
Kentucky,Male,57,White
Ohio,Male,76,White
Virginia,Male,52,White
Texas,Female,6,"Other race, nec"
Hawaii,Female,79,White
New York,Male,56,White
California,Male,24,White
Illinois,Female,53,White
California,Male,52,White
Maryland,Female,7,Black/Negro
Pennsylvania,Female,16,White
Texas,Female,11,White
Iowa,Female,55,White
Idaho,Male,13,White
South Carolina,Male,49,White
Virginia,Male,11,Black/Negro
Illinois,Female,56,White
Pennsylvania,Female,4,White
Florida,Female,44,Black/Negro
California,Female,18,Black/Negro
Michigan,Female,16,White
Michigan,Male,36,White
Georgia,Male,16,White
Washington,Female,68,White
Massachusetts,Male,41,White
Georgia,Female,85,White
Texas,Male,22,White
California,Male,54,White
Texas,Female,53,White
California,Male,48,Black/Negro
New York,Female,60,Three or more major races
New York,Male,22,White
Tennessee,Female,4,White
California,Female,8,White
Oklahoma,Female,15,Two major races
Texas,Male,53,White
California,Male,25,"Other race, nec"
Florida,Male,85,White
Pennsylvania,Male,30,White
Wisconsin,Female,49,White
Texas,Female,17,Black/Negro
Missouri,Male,62,White
Minnesota,Female,30,"Other race, nec"
Texas,Female,57,White
Wisconsin,Female,50,White
Louisiana,Male,26,Two major races
Texas,Female,46,White
Missouri,Female,31,White
Minnesota,Male,9,White
Texas,Male,29,White
Colorado,Male,9,White
Alabama,Female,44,White
Colorado,Male,9,Chinese
Washington,Female,49,White
Indiana,Female,59,Black/Negro
Texas,Male,45,Other Asian or Pacific Islander
Georgia,Male,37,Two major races
Illinois,Male,12,"Other race, nec"
Connecticut,Male,0,White
Tennessee,Male,3,White
Illinois,Male,22,White
South Carolina,Female,74,White
Minnesota,Female,58,Two major races
California,Female,25,White
Illinois,Male,24,White
Texas,Female,45,White
California,Male,19,Chinese
Iowa,Female,8,White
Massachusetts,Male,12,Other Asian or Pacific Islander
Michigan,Male,38,White
New Jersey,Male,20,Black/Negro
Florida,Male,0,White
Oklahoma,Male,22,White
Florida,Male,65,White
Illinois,Male,65,White
Missouri,Female,33,White
Virginia,Female,47,White
New York,Female,31,White
North Carolina,Female,12,Black/Negro
New Jersey,Male,29,"Other race, nec"
Illinois,Male,34,Black/Negro
Pennsylvania,Female,56,White
Kentucky,Female,57,White
Texas,Male,38,"Other race, nec"
Wisconsin,Male,47,White
Tennessee,Female,14,Black/Negro
Texas,Female,47,White
Texas,Male,33,White
Massachusetts,Female,40,White
California,Male,3,Black/Negro
Montana,Male,36,White
Washington,Male,21,White
Texas,Female,51,Other Asian or Pacific Islander
Mississippi,Female,7,Three or more major races
Oregon,Female,15,Other Asian or Pacific Islander
Oklahoma,Male,13,White
New York,Male,26,"Other race, nec"
Tennessee,Female,58,White
Massachusetts,Female,34,White
Texas,Female,0,"Other race, nec"
Kansas,Female,38,White
Arkansas,Male,79,White
Wisconsin,Female,39,White
Georgia,Female,51,White
Pennsylvania,Female,47,White
Idaho,Male,50,White
Connecticut,Female,25,Other Asian or Pacific Islander
Maryland,Female,73,Black/Negro
North Carolina,Male,29,Other Asian or Pacific Islander
Utah,Female,23,White
Connecticut,Male,76,White
Michigan,Male,50,Black/Negro
Washington,Male,10,White
New York,Female,8,White
Alabama,Female,40,Black/Negro
Florida,Female,8,White
South Dakota,Male,19,White
Florida,Male,40,White
New York,Male,51,Three or more major races
California,Male,26,"Other race, nec"
North Carolina,Male,56,White
California,Male,59,White
Iowa,Male,52,White
Michigan,Female,28,White
New York,Female,4,White
Florida,Male,29,"Other race, nec"
California,Female,1,"Other race, nec"
Wisconsin,Female,50,White
California,Male,56,White
Louisiana,Female,72,White
Arkansas,Male,19,White
Illinois,Male,24,White
Arizona,Male,49,White
Michigan,Male,72,White
Georgia,Male,21,White
California,Male,36,White
West Virginia,Male,11,White
North Carolina,Male,4,White
Missouri,Female,49,White
Pennsylvania,Male,22,White
California,Female,1,White
California,Male,60,Chinese
Florida,Male,33,Black/Negro
Connecticut,Male,4,White
California,Male,0,White
Texas,Male,50,White
Alabama,Female,93,White
Arizona,Male,31,White
California,Male,45,White
California,Male,20,Other Asian or Pacific Islander
Idaho,Male,8,White
Utah,Male,2,White
Arkansas,Female,25,Black/Negro
Texas,Male,33,White
Texas,Male,16,"Other race, nec"
Illinois,Male,14,White
Michigan,Female,61,White
Massachusetts,Female,20,White
Connecticut,Male,28,White
Texas,Female,66,Other Asian or Pacific Islander
Indiana,Female,78,White
New Jersey,Female,16,Other Asian or Pacific Islander
New York,Female,8,White
Pennsylvania,Female,7,White
California,Male,49,"Other race, nec"
California,Female,7,"Other race, nec"
New York,Male,44,Black/Negro
Texas,Female,10,White
Oregon,Male,35,White
North Dakota,Male,36,Two major races
Texas,Female,30,White
South Carolina,Male,62,Black/Negro
Florida,Male,5,White
Texas,Female,53,White
Georgia,Male,34,Black/Negro
Texas,Male,49,White
Virginia,Female,4,"Other race, nec"
South Carolina,Female,58,White
California,Male,29,White
North Carolina,Male,13,White
Oregon,Male,29,White
Florida,Male,40,"Other race, nec"
Iowa,Male,1,White
Texas,Female,55,White
Indiana,Male,80,White
Florida,Male,42,White
Illinois,Male,4,White
Arizona,Female,2,White
Illinois,Female,56,Black/Negro
Arizona,Male,12,White
Indiana,Female,38,White
Alabama,Female,30,Black/Negro
Florida,Male,57,White
New York,Male,12,Black/Negro
Illinois,Male,28,White
Colorado,Male,58,White
California,Male,12,White
New Jersey,Male,63,White
Utah,Male,32,White
California,Male,6,"Other race, nec"
Washington,Female,49,Other Asian or Pacific Islander
Pennsylvania,Female,27,White
Oregon,Female,49,White
California,Male,25,Other Asian or Pacific Islander
North Carolina,Female,59,White
South Carolina,Male,49,White
Texas,Female,66,White
Florida,Female,66,White
California,Male,9,White
Maryland,Female,21,Black/Negro
Massachusetts,Female,58,"Other race, nec"
Oklahoma,Male,43,"Other race, nec"
Texas,Male,79,White
Arkansas,Female,14,White
Washington,Female,41,White
Florida,Female,53,Black/Negro
Texas,Female,6,Black/Negro
California,Male,43,White
Illinois,Female,50,White
New York,Female,36,White
California,Male,47,"Other race, nec"
Minnesota,Male,0,White
Kansas,Male,33,White
North Carolina,Female,61,White
North Carolina,Male,28,White
South Dakota,Female,74,White
Virginia,Female,24,White
Illinois,Male,62,White
Illinois,Male,44,White
New York,Male,30,White
New Jersey,Female,20,Black/Negro
Maryland,Male,21,Black/Negro
North Carolina,Male,87,White
Arizona,Male,67,White
Missouri,Male,2,White
North Carolina,Female,48,White
Florida,Female,52,White
Louisiana,Male,28,White
California,Male,62,White
New York,Female,20,"Other race, nec"
California,Male,17,"Other race, nec"
New Mexico,Male,20,White
California,Male,1,White
New Jersey,Female,51,White
Arizona,Male,45,"Other race, nec"
Michigan,Male,3,Two major races
California,Female,41,White
New Hampshire,Male,81,White
Illinois,Male,49,"Other race, nec"
Louisiana,Male,8,Black/Negro
Texas,Male,49,White
Texas,Male,40,Black/Negro
Connecticut,Male,11,White
California,Female,28,White
North Carolina,Male,14,"Other race, nec"
New Jersey,Male,63,"Other race, nec"
Wyoming,Female,34,White
North Carolina,Male,50,White
Massachusetts,Female,39,White
Iowa,Female,7,White
Pennsylvania,Male,33,White
California,Male,20,White
Hawaii,Female,60,White
California,Male,22,White
Maryland,Female,44,Black/Negro
Florida,Female,21,White
Pennsylvania,Female,10,White
California,Female,61,White
Florida,Female,11,White
Ohio,Female,72,White
Arizona,Female,10,White
Ohio,Female,32,White
Michigan,Male,13,White
Missouri,Female,25,White
Pennsylvania,Female,59,White
Ohio,Male,25,White
California,Male,4,"Other race, nec"
Colorado,Male,14,Black/Negro
Washington,Female,12,Black/Negro
Arizona,Female,24,White
Wisconsin,Female,13,White
Washington,Male,6,White
Arizona,Male,24,White
Florida,Female,59,White
Ohio,Male,56,White
Wisconsin,Female,51,White
Ohio,Female,55,White
Massachusetts,Male,31,White
Minnesota,Male,15,Black/Negro
Texas,Male,22,White
Ohio,Male,45,Three or more major races
California,Female,65,Other Asian or Pacific Islander
Georgia,Male,42,White
Virginia,Male,40,White
Oklahoma,Male,35,White
Louisiana,Female,53,White
Arkansas,Male,13,Black/Negro
Washington,Male,55,White
Washington,Female,9,White
Mississippi,Female,58,White
Colorado,Male,31,White
California,Female,88,White
California,Female,40,White
New York,Female,32,"Other race, nec"
Virginia,Female,59,White
Washington,Male,39,White
Nevada,Female,48,"Other race, nec"
California,Male,18,Black/Negro
Florida,Male,20,White
Wisconsin,Male,59,White
California,Female,2,White
Oklahoma,Female,22,White
Connecticut,Male,34,"Other race, nec"
Ohio,Female,18,White
Florida,Female,83,White
Ohio,Female,47,White
New Jersey,Male,24,White
Florida,Male,27,Black/Negro
Alaska,Female,29,Other Asian or Pacific Islander
Pennsylvania,Female,16,Black/Negro
Oklahoma,Male,24,White
Arizona,Male,39,"Other race, nec"
Texas,Female,42,Black/Negro
Texas,Female,53,Black/Negro
Georgia,Female,24,White
Pennsylvania,Female,50,White
Wisconsin,Female,16,White
Texas,Male,21,"Other race, nec"
Connecticut,Female,38,White
West Virginia,Male,49,White
California,Male,33,"Other race, nec"
Kentucky,Male,13,Black/Negro
Iowa,Female,44,White
Washington,Male,34,"Other race, nec"
New Jersey,Female,15,White
Georgia,Female,71,White
Hawaii,Male,49,Other Asian or Pacific Islander
California,Female,1,White
Texas,Female,0,"Other race, nec"
Minnesota,Male,28,White
Michigan,Female,12,White
Georgia,Female,75,Black/Negro
Ohio,Female,71,White
South Carolina,Female,15,White
Louisiana,Female,33,Black/Negro
Georgia,Male,38,White
New Jersey,Male,6,White
Florida,Female,24,White
Pennsylvania,Female,58,White
Michigan,Female,87,White
Oklahoma,Female,13,Two major races
Washington,Female,70,White
California,Male,50,White
Florida,Female,88,"Other race, nec"
Georgia,Female,9,White
Virginia,Female,66,Black/Negro
Montana,Male,74,White
California,Female,62,Two major races
Washington,Male,42,Two major races
Pennsylvania,Female,66,White
New York,Male,41,White
Pennsylvania,Male,15,White
Kentucky,Female,21,Black/Negro
Texas,Female,2,Other Asian or Pacific Islander
California,Female,14,White
Maryland,Female,67,White
Oregon,Female,37,White
Missouri,Female,29,White
Texas,Male,48,White
Indiana,Female,18,Black/Negro
Georgia,Female,67,White
Michigan,Female,64,White
Florida,Female,25,"Other race, nec"
California,Female,35,White
Alabama,Female,68,White
Missouri,Male,93,White
Texas,Male,28,White
New York,Female,28,Black/Negro
Arizona,Female,58,Other Asian or Pacific Islander
South Carolina,Male,16,White
California,Female,80,White
Missouri,Female,38,White
Florida,Female,32,White
Tennessee,Male,14,White
Wisconsin,Male,42,White
Missouri,Female,44,American Indian or Alaska Native
New York,Female,63,White
New York,Female,69,White
Virginia,Female,38,Black/Negro
California,Female,17,"Other race, nec"
Texas,Female,42,White
California,Male,12,White
New York,Female,43,White
Texas,Male,19,White
New York,Male,56,White
South Carolina,Female,56,Black/Negro
Florida,Female,45,White
Texas,Male,74,White
New York,Female,81,White
California,Male,16,White
New York,Male,69,"Other race, nec"
Michigan,Male,25,White
Ohio,Male,13,White
California,Female,42,White
Texas,Male,48,White
Georgia,Female,74,White
Idaho,Female,30,American Indian or Alaska Native
Georgia,Female,20,Black/Negro
Texas,Male,58,White
Alabama,Male,28,White
Utah,Male,56,American Indian or Alaska Native
South Carolina,Male,17,White
Florida,Female,49,White
Washington,Male,20,Other Asian or Pacific Islander
Florida,Male,9,Black/Negro
Georgia,Female,54,White
Illinois,Female,1,White
Alabama,Female,64,White
North Carolina,Female,12,Black/Negro
California,Male,8,White
Pennsylvania,Male,54,Black/Negro
Utah,Female,42,White
California,Female,18,"Other race, nec"
Massachusetts,Female,59,White
Kansas,Male,10,White
California,Female,33,White
Texas,Male,37,White
Washington,Male,19,White
Maryland,Male,57,White
Idaho,Male,51,White
New Jersey,Male,8,Black/Negro
Arizona,Male,50,White
Pennsylvania,Female,34,White
Florida,Male,52,White
Tennessee,Male,3,White
Idaho,Male,47,White
California,Male,39,Two major races
Washington,Female,20,Other Asian or Pacific Islander
California,Female,19,White
California,Male,27,White
New Jersey,Male,25,"Other race, nec"
Mississippi,Female,17,Black/Negro
Pennsylvania,Male,33,Black/Negro
Texas,Female,24,White
Tennessee,Male,19,Black/Negro
Florida,Female,51,White
Colorado,Male,3,Black/Negro
Texas,Female,67,White
California,Female,24,"Other race, nec"
Pennsylvania,Male,1,White
New York,Male,56,White
Washington,Female,83,White
Michigan,Male,9,White
Tennessee,Female,51,White
Virginia,Male,1,Black/Negro
California,Male,21,"Other race, nec"
Massachusetts,Male,19,Other Asian or Pacific Islander
Florida,Male,27,Three or more major races
Connecticut,Male,6,White
Texas,Male,5,White
Arizona,Male,62,White
Missouri,Female,5,White
California,Female,22,Other Asian or Pacific Islander
Maryland,Male,46,Black/Negro
Illinois,Female,23,Black/Negro
Ohio,Male,29,White
Kansas,Male,20,White
New York,Female,35,"Other race, nec"
Ohio,Female,12,White
Texas,Male,54,White
California,Female,32,Two major races
Georgia,Female,9,"Other race, nec"
Texas,Male,35,White
California,Male,60,White
Minnesota,Male,47,White
Kentucky,Male,1,White
Ohio,Female,41,Black/Negro
Tennessee,Female,34,White
Georgia,Male,23,White
California,Female,27,Other Asian or Pacific Islander
Florida,Male,15,White
Utah,Female,63,White
Colorado,Male,41,Black/Negro
West Virginia,Male,71,White
Oregon,Female,47,"Other race, nec"
Indiana,Female,78,White
Arizona,Male,58,White
Ohio,Female,18,White
Florida,Female,62,White
Ohio,Male,5,White
Virginia,Male,44,White
North Carolina,Male,39,White
California,Female,6,White
New York,Female,50,White
Virginia,Female,37,White
Ohio,Male,67,White
Michigan,Male,51,White
Florida,Male,58,White
Minnesota,Male,17,White
Iowa,Male,66,White
California,Female,0,"Other race, nec"
Texas,Male,59,White
Ohio,Male,56,White
New York,Female,94,White
Ohio,Female,39,White
Georgia,Female,44,White
Utah,Male,10,Other Asian or Pacific Islander
California,Male,27,American Indian or Alaska Native
Pennsylvania,Male,22,White
North Carolina,Male,13,Black/Negro
Wisconsin,Female,78,White
Minnesota,Female,49,White
Nevada,Male,40,White
Florida,Female,41,American Indian or Alaska Native
California,Female,52,White
Ohio,Female,38,White
Colorado,Female,26,White
North Carolina,Female,52,Black/Negro
Georgia,Female,1,White
Massachusetts,Male,37,White
Ohio,Female,42,White
Nebraska,Female,0,"Other race, nec"
West Virginia,Female,51,White
Massachusetts,Female,45,White
Michigan,Female,44,White
Ohio,Female,33,White
Oklahoma,Male,71,White
Texas,Female,53,White
California,Female,9,Other Asian or Pacific Islander
Michigan,Female,46,White
Minnesota,Male,58,White
California,Male,8,Black/Negro
California,Male,36,White
Kentucky,Female,24,White
Minnesota,Male,26,White
Florida,Female,45,White
Texas,Female,52,Black/Negro
Kentucky,Male,15,White
New York,Male,64,White
California,Female,46,White
North Carolina,Male,5,Black/Negro
Colorado,Female,65,White
Texas,Male,4,White
Georgia,Male,34,White
California,Female,6,White
Arizona,Male,31,White
Georgia,Male,34,White
Michigan,Male,56,White
Oklahoma,Male,57,White
Pennsylvania,Male,86,White
Kansas,Male,58,Other Asian or Pacific Islander
Michigan,Male,4,White
Louisiana,Female,33,Black/Negro
California,Male,15,Black/Negro
New York,Male,23,"Other race, nec"
North Carolina,Male,21,"Other race, nec"
California,Male,11,"Other race, nec"
Texas,Female,38,"Other race, nec"
Florida,Female,59,White
Washington,Male,32,White
North Carolina,Female,51,White
Minnesota,Male,19,White
California,Female,42,White
Minnesota,Male,63,White
Florida,Male,94,Black/Negro
Mississippi,Female,22,"Other race, nec"
Texas,Female,46,White
Texas,Female,29,White
New York,Female,23,White
Michigan,Female,15,Black/Negro
Texas,Female,92,White
Pennsylvania,Female,59,White
Texas,Male,29,White
Connecticut,Female,54,White
New Mexico,Male,24,"Other race, nec"
Kansas,Female,47,White
Arizona,Male,63,White
Arizona,Male,21,American Indian or Alaska Native
California,Female,68,White
California,Male,44,White
New York,Male,14,White
Virginia,Female,57,White
Ohio,Female,50,Other Asian or Pacific Islander
Georgia,Male,50,White
Missouri,Female,36,White
Oklahoma,Female,29,White
Texas,Female,10,White
Texas,Female,53,White
California,Male,53,White
Arkansas,Female,14,Black/Negro
Illinois,Male,32,Other Asian or Pacific Islander
Florida,Male,41,White
Texas,Female,3,White
Georgia,Male,24,Black/Negro
Florida,Female,62,White
Vermont,Female,44,White
Pennsylvania,Female,54,White
New York,Male,67,White
Kansas,Female,26,Black/Negro
Arizona,Male,59,White
South Carolina,Female,7,Black/Negro
Colorado,Male,43,Other Asian or Pacific Islander
New York,Female,72,White
North Carolina,Female,1,Other Asian or Pacific Islander
Alabama,Female,46,White
Michigan,Male,60,American Indian or Alaska Native
Florida,Male,49,White
Maryland,Female,34,Black/Negro
Tennessee,Female,71,White
Florida,Female,45,White
Arizona,Female,40,White
Tennessee,Male,37,White
Kansas,Female,28,White
Illinois,Female,19,White
Tennessee,Female,10,White
Georgia,Female,71,Black/Negro
Maryland,Male,26,Two major races
Pennsylvania,Female,34,Black/Negro
New Mexico,Male,65,White
Wisconsin,Male,65,White
Kentucky,Male,46,White
Texas,Male,45,Black/Negro
Pennsylvania,Female,28,White
Missouri,Male,54,White
Massachusetts,Male,17,Chinese
Nevada,Male,21,Black/Negro
Virginia,Female,28,White
Washington,Female,53,White
California,Male,3,"Other race, nec"
Georgia,Female,39,White
Oregon,Female,67,White
Texas,Female,40,White
New York,Male,0,"Other race, nec"
Florida,Male,75,White
California,Female,8,Black/Negro
Hawaii,Female,14,Three or more major races
South Carolina,Female,32,White
Minnesota,Female,67,White
New Jersey,Female,35,White
Virginia,Female,33,White
California,Female,27,Other Asian or Pacific Islander
Nebraska,Male,9,White
Colorado,Male,43,American Indian or Alaska Native
Massachusetts,Male,8,White
Alabama,Male,37,White
Massachusetts,Female,52,Black/Negro
Texas,Male,21,White
Mississippi,Male,11,White
Kentucky,Male,0,White
Virginia,Female,50,White
Pennsylvania,Female,2,Black/Negro
Hawaii,Male,52,White
Massachusetts,Male,2,White
Pennsylvania,Male,29,Three or more major races
South Carolina,Male,19,Black/Negro
Alabama,Female,50,Black/Negro
Illinois,Female,16,Other Asian or Pacific Islander
Florida,Female,45,White
North Carolina,Female,60,White
Illinois,Female,23,White
Kentucky,Female,76,White
Texas,Male,20,White
Oregon,Male,22,"Other race, nec"
Maryland,Female,68,White
Texas,Female,7,White
Oklahoma,Male,23,"Other race, nec"
Ohio,Male,20,Two major races
Alabama,Female,42,White
Illinois,Male,22,Other Asian or Pacific Islander
Texas,Female,11,White
Texas,Female,28,American Indian or Alaska Native
Mississippi,Male,56,Black/Negro
Oregon,Male,8,White
California,Male,54,White
Ohio,Female,33,White
Vermont,Male,41,Black/Negro
Florida,Female,43,Two major races
Wisconsin,Female,28,White
Florida,Female,46,White
Wisconsin,Male,62,White
Michigan,Male,12,White
Washington,Male,83,White
Idaho,Female,43,Japanese
California,Male,41,White
Ohio,Female,55,White
North Carolina,Female,56,White
Georgia,Female,63,Black/Negro
California,Female,22,White
West Virginia,Female,85,White
California,Female,33,"Other race, nec"
Washington,Female,12,White
Michigan,Female,60,White
South Carolina,Female,50,White
New York,Male,67,Black/Negro
Virginia,Male,32,Black/Negro
Texas,Female,13,White
Minnesota,Female,94,White
California,Male,0,"Other race, nec"
Pennsylvania,Female,73,White
California,Female,27,"Other race, nec"
Oregon,Male,45,White
Connecticut,Female,90,White
Utah,Female,26,White
South Carolina,Male,46,Black/Negro
Idaho,Female,57,"Other race, nec"
California,Female,67,White
New York,Female,3,Black/Negro
Utah,Male,51,White
Illinois,Female,67,"Other race, nec"
South Carolina,Male,46,Black/Negro
Texas,Male,3,White
New York,Female,3,White
Pennsylvania,Female,36,White
Minnesota,Male,25,Black/Negro
Florida,Female,27,Other Asian or Pacific Islander
Michigan,Female,25,White
Florida,Male,53,White
Minnesota,Female,60,Other Asian or Pacific Islander
Florida,Male,45,Black/Negro
North Carolina,Male,4,"Other race, nec"
Pennsylvania,Male,0,Black/Negro
Louisiana,Female,63,White
New Hampshire,Female,56,White
Florida,Male,18,Black/Negro
Indiana,Male,23,White
Florida,Female,14,White
Pennsylvania,Female,24,White
Pennsylvania,Male,48,White
Florida,Male,26,White
Washington,Male,52,White
Delaware,Male,26,White
New York,Male,41,White
Arkansas,Male,33,"Other race, nec"
Indiana,Female,30,White
New York,Male,21,White
West Virginia,Male,67,White
California,Female,7,Black/Negro
Texas,Female,17,White
California,Female,50,White
Indiana,Male,17,White
Kentucky,Male,70,White
South Carolina,Female,5,Two major races
Ohio,Female,13,White
Virginia,Male,5,White
California,Male,33,Two major races
Illinois,Male,28,White
New Jersey,Male,11,White
New Jersey,Female,16,"Other race, nec"
Illinois,Male,47,White
New York,Male,2,Chinese
South Carolina,Male,14,White
Texas,Female,2,White
Texas,Female,18,Black/Negro
California,Male,63,White
California,Male,38,White
New Jersey,Female,94,White
North Carolina,Male,40,White
California,Male,42,White
Florida,Male,58,White
Rhode Island,Male,54,White
New Jersey,Female,64,White
Pennsylvania,Male,45,White
California,Female,42,White
Connecticut,Male,39,White
California,Female,43,White
North Carolina,Female,47,American Indian or Alaska Native
Georgia,Female,19,Two major races
Minnesota,Male,48,White
Wisconsin,Female,74,White
Florida,Female,4,White
Michigan,Male,68,White
North Carolina,Male,60,White
Georgia,Female,50,White
Florida,Male,39,White
Wisconsin,Male,64,Black/Negro
Washington,Female,63,White
Virginia,Male,18,Three or more major races
Louisiana,Female,9,White
Texas,Male,50,White
Florida,Female,31,White
Michigan,Female,63,Black/Negro
Wisconsin,Male,3,White
California,Male,9,White
Iowa,Male,39,White
California,Male,41,Black/Negro
Georgia,Female,60,Black/Negro
Illinois,Female,89,White
Pennsylvania,Male,40,White
California,Male,46,"Other race, nec"
Texas,Female,12,Black/Negro
California,Male,28,"Other race, nec"
Michigan,Female,25,Black/Negro
Wisconsin,Female,12,"Other race, nec"
Florida,Female,16,Black/Negro
Michigan,Male,17,White
Oklahoma,Male,74,White
Alabama,Female,30,White
Louisiana,Male,69,White
Illinois,Female,28,White
New York,Female,43,White
Pennsylvania,Male,77,White
Michigan,Female,24,White
Ohio,Female,22,White
California,Female,36,Other Asian or Pacific Islander
Wisconsin,Female,44,White
Washington,Male,36,Two major races
Tennessee,Male,13,White
Wisconsin,Male,6,White
Minnesota,Male,51,White
Ohio,Male,31,White
Nebraska,Male,85,White
Illinois,Female,24,White
Georgia,Female,23,White
California,Female,0,White
Massachusetts,Female,56,White
Michigan,Female,77,White
New Jersey,Male,48,White
Connecticut,Male,45,White
Oklahoma,Female,49,White
Texas,Male,7,Black/Negro
Ohio,Female,29,White
Massachusetts,Female,58,White
Colorado,Female,41,"Other race, nec"
Georgia,Female,88,White
Indiana,Female,11,White
Michigan,Female,11,White
Tennessee,Male,24,Black/Negro
South Carolina,Male,30,White
North Carolina,Male,16,White
Texas,Female,3,White
Illinois,Female,12,White
California,Female,38,White
New York,Male,54,White
Virginia,Female,9,White
Missouri,Male,73,White
Michigan,Female,15,Other Asian or Pacific Islander
California,Female,24,Other Asian or Pacific Islander
Idaho,Female,29,"Other race, nec"
California,Female,37,White
Ohio,Female,24,White
New York,Female,28,Chinese
North Carolina,Female,23,Other Asian or Pacific Islander
Utah,Male,31,White
Missouri,Female,63,White
Arizona,Female,23,American Indian or Alaska Native
Texas,Female,1,White
Florida,Female,2,Two major races
North Carolina,Female,81,Black/Negro
New York,Male,22,White
Florida,Female,21,Two major races
California,Male,85,White
